rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
81,Bolivia,BOL,1298.81,1298.81,0,CONMEBOL,1993-08-08
80,Honduras,HON,1299.69,1299.69,0,CONCACAF,1993-08-08
104,India,IND,1198.65,1198.65,0,AFC,1993-08-08
78,China PR,CHN,1305.06,1304.02,0,AFC,1993-08-08
55,Burkina Faso,BFA,1425.64,1425.64,0,CAF,1993-08-08
56,Venezuela,VEN,1405.17,1405.17,0,CONMEBOL,1993-08-08
57,Bosnia and Herzegovina,BIH,1403.98,1403.98,0,UEFA,1993-08-08
58,Northern Ireland,NIR,1399.1,1399.1,0,UEFA,1993-08-08
59,Finland,FIN,1398.41,1398.41,0,UEFA,1993-08-08
60,Ghana,GHA,1393.47,1389.68,0,CAF,1993-08-08
79,Gabon,GAB,1301.84,1301.84,0,CAF,1993-08-08
62,Jamaica,JAM,1382.06,1382.06,0,CONCACAF,1993-08-08
63,Iceland,ISL,1379.61,1379.61,0,UEFA,1993-08-08
64,North Macedonia,MKD,1375.2,1375.2,0,UEFA,1993-08-08
65,Slovenia,SVN,1372.48,1372.48,0,UEFA,1993-08-08
61,Panama,PAN,1389.27,1386.51,0,CONCACAF,1993-08-08
67,Montenegro,MNE,1354.59,1354.59,0,UEFA,1993-08-08
66,Albania,ALB,1361.81,1361.81,0,UEFA,1993-08-08
76,Israel,ISR,1316.35,1316.35,0,UEFA,1993-08-08
75,Oman,OMA,1323.03,1323.03,0,AFC,1993-08-08
74,Bulgaria,BUL,1325.16,1325.16,0,UEFA,1993-08-08
73,Cabo Verde,CPV,1331.46,1332.96,1,CAF,1993-08-08
77,Uzbekistan,UZB,1306.63,1306.63,0,AFC,1993-08-08
71,El Salvador,SLV,1333.48,1333.48,0,CONCACAF,1993-08-08
70,Iraq,IRQ,1338.91,1338.91,0,AFC,1993-08-08
69,United Arab Emirates,UAE,1346.09,1346.09,0,AFC,1993-08-08
68,South Africa,RSA,1350.55,1347.91,0,CAF,1993-08-08
72,Congo DR,COD,1332.84,1332.84,-1,CAF,1993-08-08
135,Turkmenistan,TKM,1100.47,1100.47,0,AFC,1993-09-23
136,Rwanda,RWA,1095.04,1095.04,0,CAF,1993-09-23
137,Solomon Islands,SOL,1092.56,1092.56,0,OFC,1993-09-23
138,Ethiopia,ETH,1088.27,1086.73,0,CAF,1993-09-23
139,Nicaragua,NCA,1079.18,1079.18,0,CONCACAF,1993-09-23
140,St. Kitts and Nevis,SKN,1076.91,1076.91,-1,CONCACAF,1993-09-23
141,Burundi,BDI,1076.26,1078.12,1,CAF,1993-09-23
142,Lithuania,LTU,1074.08,1074.08,0,UEFA,1993-09-23
143,Suriname,SUR,1072.24,1072.24,0,CONCACAF,1993-09-23
144,Eswatini,SWZ,1070.89,1066.92,0,CAF,1993-09-23
156,Maldives,MDV,1018.25,1018.25,0,AFC,1993-09-23
146,Botswana,BOT,1060.17,1050.32,-3,CAF,1993-09-23
147,Hong Kong,HKG,1058.37,1061.15,2,AFC,1993-09-23
148,Malaysia,MAS,1057.59,1057.59,1,AFC,1993-09-23
149,Kuwait,KUW,1053.41,1053.41,1,AFC,1993-09-23
150,Liberia,LBR,1051.25,1047.36,0,CAF,1993-09-23
151,Dominican Republic,DOM,1031.86,1031.86,0,CONCACAF,1993-09-23
152,Andorra,AND,1028.7,1028.7,0,UEFA,1993-09-23
153,Yemen,YEM,1023.52,1023.52,0,AFC,1993-09-23
154,Afghanistan,AFG,1023.04,1023.04,0,AFC,1993-09-23
155,Indonesia,IDN,1019.19,1019.19,0,AFC,1993-09-23
108,Cyprus,CYP,1180.52,1180.52,1,UEFA,1993-09-23
145,Lesotho,LES,1061.4,1059.04,-1,CAF,1993-09-23
134,Philippines,PHI,1115.13,1113.75,0,AFC,1993-09-23
121,Libya,LBY,1148.36,1148.36,1,CAF,1993-09-23
132,Antigua and Barbuda,ATG,1117.01,1117.01,0,CONCACAF,1993-09-23
157,Chinese Taipei,TPE,1017.78,1017.78,0,AFC,1993-09-23
109,Tajikistan,TJK,1179.1,1179.1,1,AFC,1993-09-23
110,Estonia,EST,1177.4,1177.4,1,UEFA,1993-09-23
111,Thailand,THA,1170.69,1170.69,0,AFC,1993-09-23
112,Korea DPR,PRK,1169.96,1169.96,0,AFC,1993-09-23
113,Sierra Leone,SLE,1169.71,1168.21,0,CAF,1993-09-23
114,Kazakhstan,KAZ,1166.28,1166.28,0,UEFA,1993-09-23
115,Guinea-Bissau,GNB,1165.53,1165.78,0,CAF,1993-09-23
116,Mozambique,MOZ,1165.41,1160.55,-2,CAF,1993-09-23
117,Namibia,NAM,1164.13,1160.97,0,CAF,1993-09-23
118,Guatemala,GUA,1161.96,1161.96,2,CONCACAF,1993-09-23
119,Niger,NIG,1155.23,1155.23,0,CAF,1993-09-23
120,Angola,ANG,1149.08,1145.26,-2,CAF,1993-09-23
122,Malawi,MWI,1144.77,1146.49,1,CAF,1993-09-23
123,Zimbabwe,ZIM,1138.56,1138.56,0,CAF,1993-09-23
124,Gambia,GAM,1137.47,1137.22,0,CAF,1993-09-23
125,Faroe Islands,FRO,1136.29,1136.29,0,UEFA,1993-09-23
126,Togo,TOG,1130.22,1130.22,-1,CAF,1993-09-23
127,Comoros,COM,1127.44,1131.88,1,CAF,1993-09-23
128,Azerbaijan,AZE,1127.17,1127.17,0,UEFA,1993-09-23
129,Latvia,LVA,1125.36,1125.36,0,UEFA,1993-09-23
130,Sudan,SDN,1124.91,1124.91,0,CAF,1993-09-23
131,Tanzania,TAN,1121.91,1119.24,0,CAF,1993-09-23
133,Central African Republic,CTA,1116.06,1116.06,0,CAF,1993-09-23
158,Myanmar,MYA,1011.91,1011.91,0,AFC,1993-09-23
184,Mongolia,MNG,913.55,913.55,0,AFC,1993-09-23
160,New Caledonia,NCL,999.7,999.7,0,OFC,1993-09-23
189,Cook Islands,COK,899.33,899.33,0,OFC,1993-09-23
190,Brunei Darussalam,BRU,897.1,897.1,0,AFC,1993-09-23
191,Samoa,SAM,894.26,894.26,0,OFC,1993-09-23
192,Bangladesh,BAN,883.18,883.18,0,AFC,1993-09-23
193,Djibouti,DJI,877.84,875.98,0,CAF,1993-09-23
194,Liechtenstein,LIE,873.99,873.99,0,UEFA,1993-09-23
195,Pakistan,PAK,866.81,866.81,-1,AFC,1993-09-23
196,Cayman Islands,CAY,865.72,865.72,-1,CONCACAF,1993-09-23
197,Tonga,TGA,861.81,861.81,-1,OFC,1993-09-23
198,Seychelles,SEY,860.48,866.94,3,CAF,1993-09-23
199,Timor-Leste,TLS,860.06,861.43,0,AFC,1993-09-23
200,Gibraltar,GIB,856.55,856.55,-1,UEFA,1993-09-23
201,Eritrea,ERI,855.56,855.56,-1,CAF,1993-09-23
202,Aruba,ARU,855.37,855.37,-1,CONCACAF,1993-09-23
203,Bahamas,BAH,854.8,854.8,-1,CONCACAF,1993-09-23
204,Somalia,SOM,854.72,857.39,4,CAF,1993-09-23
205,Guam,GUM,838.33,838.33,0,AFC,1993-09-23
206,Turks and Caicos Islands,TCA,832.0,832.0,0,CONCACAF,1993-09-23
207,Sri Lanka,SRI,825.25,825.25,0,AFC,1993-09-23
208,US Virgin Islands,VIR,823.97,823.97,0,CONCACAF,1993-09-23
209,British Virgin Islands,VGB,809.32,809.32,0,CONCACAF,1993-09-23
210,Anguilla,AIA,790.74,790.74,0,CONCACAF,1993-09-23
107,Mauritania,MTN,1181.86,1177.0,-3,CAF,1993-09-23
188,American Samoa,ASA,900.27,900.27,0,OFC,1993-09-23
159,Singapore,SGP,1004.75,1004.75,0,AFC,1993-09-23
187,São Tomé and Príncipe,STP,908.18,908.18,0,CAF,1993-09-23
185,Dominica,DMA,911.51,911.51,0,CONCACAF,1993-09-23
161,Papua New Guinea,PNG,997.6,997.6,0,OFC,1993-09-23
162,Tahiti,TAH,995.11,995.11,0,OFC,1993-09-23
163,Fiji,FIJ,993.37,993.37,0,OFC,1993-09-23
164,Vanuatu,VAN,990.55,990.55,0,OFC,1993-09-23
165,South Sudan,SSD,983.99,985.53,0,CAF,1993-09-23
166,Barbados,BRB,982.27,982.27,0,CONCACAF,1993-09-23
167,Cuba,CUB,978.65,978.65,0,CONCACAF,1993-09-23
168,Bermuda,BER,977.47,970.3,-2,CONCACAF,1993-09-23
169,Malta,MLT,974.68,974.68,1,UEFA,1993-09-23
170,Puerto Rico,PUR,974.32,974.32,1,CONCACAF,1993-09-23
171,Grenada,GRN,969.0,969.0,0,CONCACAF,1993-09-23
172,Guyana,GUY,968.74,968.74,0,CONCACAF,1993-09-23
173,St. Lucia,LCA,965.66,965.66,0,CONCACAF,1993-09-23
174,Cambodia,CAM,954.3,954.3,0,AFC,1993-09-23
175,Belize,BLZ,950.88,950.88,0,CONCACAF,1993-09-23
176,Nepal,NEP,950.45,950.45,0,AFC,1993-09-23
177,Moldova,MDA,944.96,944.96,-1,UEFA,1993-09-23
178,Montserrat,MSR,940.78,947.96,1,CONCACAF,1993-09-23
179,St. Vincent and the Grenadines,VIN,939.97,939.97,-1,CONCACAF,1993-09-23
180,Mauritius,MRI,932.02,940.47,1,CAF,1993-09-23
181,Chad,CHA,931.98,931.98,0,CAF,1993-09-23
182,Macau,MAC,922.1,922.1,0,AFC,1993-09-23
183,Laos,LAO,914.66,914.66,0,AFC,1993-09-23
186,Bhutan,BHU,910.96,910.96,0,AFC,1993-09-23
211,San Marino,SMR,763.82,763.82,0,UEFA,1993-09-23
106,Kosovo,KOS,1183.9,1183.9,0,UEFA,1993-09-23
104,India,IND,1198.65,1198.65,0,AFC,1993-09-23
29,Chile,CHI,1514.86,1514.86,0,CONMEBOL,1993-09-23
30,Tunisia,TUN,1507.86,1507.86,0,CAF,1993-09-23
31,Nigeria,NGA,1504.7,1504.7,0,CAF,1993-09-23
32,Czech Republic,CZE,1502.9,1502.9,0,UEFA,1993-09-23
33,Austria,AUT,1502.47,1502.47,0,UEFA,1993-09-23
34,Costa Rica,CRC,1500.06,1500.06,0,CONCACAF,1993-09-23
35,Russia,RUS,1493.42,1493.42,0,UEFA,1993-09-23
36,Norway,NOR,1488.57,1488.57,0,UEFA,1993-09-23
37,Hungary,HUN,1486.76,1486.76,0,UEFA,1993-09-23
38,Cameroon,CMR,1484.95,1484.95,0,CAF,1993-09-23
28,Korea Republic,KOR,1526.02,1526.2,0,AFC,1993-09-23
39,Australia,AUS,1483.73,1483.73,0,AFC,1993-09-23
41,Algeria,ALG,1480.59,1480.59,0,CAF,1993-09-23
42,Türkiye,TUR,1475.13,1475.13,0,UEFA,1993-09-23
43,Canada,CAN,1473.82,1473.82,0,CONCACAF,1993-09-23
44,Ecuador,ECU,1463.74,1463.74,0,CONMEBOL,1993-09-23
45,Scotland,SCO,1462.96,1462.96,0,UEFA,1993-09-23
46,Mali,MLI,1442.88,1447.74,0,CAF,1993-09-23
47,Republic of Ireland,IRL,1442.48,1442.48,0,UEFA,1993-09-23
48,Qatar,QAT,1441.97,1441.41,-1,AFC,1993-09-23
49,Greece,GRE,1441.45,1441.45,1,UEFA,1993-09-23
50,Paraguay,PAR,1440.13,1440.13,0,CONMEBOL,1993-09-23
40,Egypt,EGY,1482.63,1482.63,0,CAF,1993-09-23
26,Poland,POL,1546.18,1546.18,0,UEFA,1993-09-23
25,Serbia,SRB,1549.53,1549.53,0,UEFA,1993-09-23
24,Japan,JPN,1554.69,1552.77,0,AFC,1993-09-23
1,Brazil,BRA,1837.56,1837.56,0,CONMEBOL,1993-09-23
2,Belgium,BEL,1821.92,1821.92,0,UEFA,1993-09-23
3,Argentina,ARG,1770.65,1770.65,0,CONMEBOL,1993-09-23
4,France,FRA,1764.85,1764.85,0,UEFA,1993-09-23
5,England,ENG,1737.46,1737.46,0,UEFA,1993-09-23
6,Spain,ESP,1716.93,1716.93,0,UEFA,1993-09-23
7,Italy,ITA,1713.86,1713.86,0,UEFA,1993-09-23
8,Netherlands,NED,1679.41,1679.41,0,UEFA,1993-09-23
9,Portugal,POR,1678.65,1678.65,0,UEFA,1993-09-23
10,Denmark,DEN,1665.47,1665.47,0,UEFA,1993-09-23
11,Germany,GER,1658.96,1658.96,0,UEFA,1993-09-23
12,Mexico,MEX,1649.57,1649.57,0,CONCACAF,1993-09-23
13,Uruguay,URU,1640.95,1643.71,0,CONMEBOL,1993-09-23
14,USA,USA,1635.01,1635.01,0,CONCACAF,1993-09-23
15,Croatia,CRO,1632.15,1632.15,0,UEFA,1993-09-23
16,Switzerland,SUI,1621.43,1621.43,0,UEFA,1993-09-23
17,Colombia,COL,1604.07,1604.07,0,CONMEBOL,1993-09-23
18,Senegal,SEN,1584.59,1593.45,0,CAF,1993-09-23
19,Wales,WAL,1582.13,1582.13,0,UEFA,1993-09-23
20,Sweden,SWE,1563.44,1563.44,0,UEFA,1993-09-23
21,Peru,PER,1562.24,1562.24,0,CONMEBOL,1993-09-23
22,IR Iran,IRN,1558.64,1558.64,-1,AFC,1993-09-23
23,Morocco,MAR,1558.35,1558.9,1,CAF,1993-09-23
51,Slovakia,SVK,1439.99,1439.99,0,UEFA,1993-09-23
52,Côte d'Ivoire,CIV,1435.91,1435.91,0,CAF,1993-09-23
27,Ukraine,UKR,1542.79,1542.79,0,UEFA,1993-09-23
54,Romania,ROU,1427.84,1427.84,0,UEFA,1993-09-23
82,Georgia,GEO,1296.46,1296.46,0,UEFA,1993-09-23
83,Guinea,GUI,1294.89,1294.89,0,CAF,1993-09-23
84,Curaçao,CUW,1293.35,1293.35,0,CONCACAF,1993-09-23
85,Bahrain,BHR,1289.25,1289.25,0,AFC,1993-09-23
86,Jordan,JOR,1279.74,1279.74,0,AFC,1993-09-23
87,Zambia,ZAM,1270.8,1268.18,-1,CAF,1993-09-23
88,Haiti,HAI,1269.07,1269.07,1,CONCACAF,1993-09-23
89,Syria,SYR,1265.03,1265.03,0,AFC,1993-09-23
90,Uganda,UGA,1264.56,1264.56,0,CAF,1993-09-23
91,Benin,BEN,1258.71,1262.49,0,CAF,1993-09-23
92,Armenia,ARM,1242.42,1242.42,0,UEFA,1993-09-23
93,Luxembourg,LUX,1235.36,1235.36,0,UEFA,1993-09-23
94,Palestine,PLE,1233.72,1233.72,0,AFC,1993-09-23
95,Kyrgyz Republic,KGZ,1232.91,1232.91,0,AFC,1993-09-23
96,Belarus,BLR,1226.55,1226.55,0,UEFA,1993-09-23
97,Vietnam,VIE,1218.84,1218.84,0,AFC,1993-09-23
98,Equatorial Guinea,EQG,1215.33,1215.33,0,CAF,1993-09-23
99,Congo,CGO,1215.09,1215.09,0,CAF,1993-09-23
100,Lebanon,LBN,1211.71,1211.71,0,AFC,1993-09-23
101,Trinidad and Tobago,TRI,1205.85,1205.85,0,CONCACAF,1993-09-23
102,Kenya,KEN,1202.26,1202.26,0,CAF,1993-09-23
103,New Zealand,NZL,1198.96,1198.96,0,OFC,1993-09-23
53,Saudi Arabia,KSA,1435.74,1435.74,0,AFC,1993-09-23
81,Bolivia,BOL,1298.81,1298.81,0,CONMEBOL,1993-09-23
80,Honduras,HON,1299.69,1299.69,0,CONCACAF,1993-09-23
105,Madagascar,MAD,1193.78,1196.03,0,CAF,1993-09-23
78,China PR,CHN,1305.06,1304.02,0,AFC,1993-09-23
79,Gabon,GAB,1301.84,1301.84,0,CAF,1993-09-23
56,Venezuela,VEN,1405.17,1405.17,0,CONMEBOL,1993-09-23
57,Bosnia and Herzegovina,BIH,1403.98,1403.98,0,UEFA,1993-09-23
58,Northern Ireland,NIR,1399.1,1399.1,0,UEFA,1993-09-23
59,Finland,FIN,1398.41,1398.41,0,UEFA,1993-09-23
60,Ghana,GHA,1393.47,1389.68,0,CAF,1993-09-23
61,Panama,PAN,1389.27,1386.51,0,CONCACAF,1993-09-23
62,Jamaica,JAM,1382.06,1382.06,0,CONCACAF,1993-09-23
63,Iceland,ISL,1379.61,1379.61,0,UEFA,1993-09-23
64,North Macedonia,MKD,1375.2,1375.2,0,UEFA,1993-09-23
65,Slovenia,SVN,1372.48,1372.48,0,UEFA,1993-09-23
66,Albania,ALB,1361.81,1361.81,0,UEFA,1993-09-23
55,Burkina Faso,BFA,1425.64,1425.64,0,CAF,1993-09-23
68,South Africa,RSA,1350.55,1347.91,0,CAF,1993-09-23
69,United Arab Emirates,UAE,1346.09,1346.09,0,AFC,1993-09-23
70,Iraq,IRQ,1338.91,1338.91,0,AFC,1993-09-23
71,El Salvador,SLV,1333.48,1333.48,0,CONCACAF,1993-09-23
72,Congo DR,COD,1332.84,1332.84,-1,CAF,1993-09-23
73,Cabo Verde,CPV,1331.46,1332.96,1,CAF,1993-09-23
74,Bulgaria,BUL,1325.16,1325.16,0,UEFA,1993-09-23
75,Oman,OMA,1323.03,1323.03,0,AFC,1993-09-23
76,Israel,ISR,1316.35,1316.35,0,UEFA,1993-09-23
77,Uzbekistan,UZB,1306.63,1306.63,0,AFC,1993-09-23
67,Montenegro,MNE,1354.59,1354.59,0,UEFA,1993-09-23
144,Eswatini,SWZ,1070.89,1066.92,0,CAF,1993-10-22
143,Suriname,SUR,1072.24,1072.24,0,CONCACAF,1993-10-22
142,Lithuania,LTU,1074.08,1074.08,0,UEFA,1993-10-22
141,Burundi,BDI,1076.26,1078.12,1,CAF,1993-10-22
136,Rwanda,RWA,1095.04,1095.04,0,CAF,1993-10-22
139,Nicaragua,NCA,1079.18,1079.18,0,CONCACAF,1993-10-22
138,Ethiopia,ETH,1088.27,1086.73,0,CAF,1993-10-22
137,Solomon Islands,SOL,1092.56,1092.56,0,OFC,1993-10-22
157,Chinese Taipei,TPE,1017.78,1017.78,0,AFC,1993-10-22
140,St. Kitts and Nevis,SKN,1076.91,1076.91,-1,CONCACAF,1993-10-22
145,Lesotho,LES,1061.4,1059.04,-1,CAF,1993-10-22
150,Liberia,LBR,1051.25,1047.36,0,CAF,1993-10-22
147,Hong Kong,HKG,1058.37,1061.15,2,AFC,1993-10-22
148,Malaysia,MAS,1057.59,1057.59,1,AFC,1993-10-22
149,Kuwait,KUW,1053.41,1053.41,1,AFC,1993-10-22
151,Dominican Republic,DOM,1031.86,1031.86,0,CONCACAF,1993-10-22
152,Andorra,AND,1028.7,1028.7,0,UEFA,1993-10-22
153,Yemen,YEM,1023.52,1023.52,0,AFC,1993-10-22
154,Afghanistan,AFG,1023.04,1023.04,0,AFC,1993-10-22
155,Indonesia,IDN,1019.19,1019.19,0,AFC,1993-10-22
156,Maldives,MDV,1018.25,1018.25,0,AFC,1993-10-22
135,Turkmenistan,TKM,1100.47,1100.47,0,AFC,1993-10-22
146,Botswana,BOT,1060.17,1050.32,-3,CAF,1993-10-22
134,Philippines,PHI,1115.13,1113.75,0,AFC,1993-10-22
121,Libya,LBY,1148.36,1148.36,1,CAF,1993-10-22
132,Antigua and Barbuda,ATG,1117.01,1117.01,0,CONCACAF,1993-10-22
158,Myanmar,MYA,1011.91,1011.91,0,AFC,1993-10-22
109,Tajikistan,TJK,1179.1,1179.1,1,AFC,1993-10-22
110,Estonia,EST,1177.4,1177.4,1,UEFA,1993-10-22
111,Thailand,THA,1170.69,1170.69,0,AFC,1993-10-22
112,Korea DPR,PRK,1169.96,1169.96,0,AFC,1993-10-22
113,Sierra Leone,SLE,1169.71,1168.21,0,CAF,1993-10-22
114,Kazakhstan,KAZ,1166.28,1166.28,0,UEFA,1993-10-22
115,Guinea-Bissau,GNB,1165.53,1165.78,0,CAF,1993-10-22
116,Mozambique,MOZ,1165.41,1160.55,-2,CAF,1993-10-22
117,Namibia,NAM,1164.13,1160.97,0,CAF,1993-10-22
118,Guatemala,GUA,1161.96,1161.96,2,CONCACAF,1993-10-22
119,Niger,NIG,1155.23,1155.23,0,CAF,1993-10-22
120,Angola,ANG,1149.08,1145.26,-2,CAF,1993-10-22
122,Malawi,MWI,1144.77,1146.49,1,CAF,1993-10-22
123,Zimbabwe,ZIM,1138.56,1138.56,0,CAF,1993-10-22
124,Gambia,GAM,1137.47,1137.22,0,CAF,1993-10-22
125,Faroe Islands,FRO,1136.29,1136.29,0,UEFA,1993-10-22
126,Togo,TOG,1130.22,1130.22,-1,CAF,1993-10-22
127,Comoros,COM,1127.44,1131.88,1,CAF,1993-10-22
128,Azerbaijan,AZE,1127.17,1127.17,0,UEFA,1993-10-22
129,Latvia,LVA,1125.36,1125.36,0,UEFA,1993-10-22
130,Sudan,SDN,1124.91,1124.91,0,CAF,1993-10-22
131,Tanzania,TAN,1121.91,1119.24,0,CAF,1993-10-22
133,Central African Republic,CTA,1116.06,1116.06,0,CAF,1993-10-22
108,Cyprus,CYP,1180.52,1180.52,1,UEFA,1993-10-22
211,San Marino,SMR,763.82,763.82,0,UEFA,1993-10-22
161,Papua New Guinea,PNG,997.6,997.6,0,OFC,1993-10-22
189,Cook Islands,COK,899.33,899.33,0,OFC,1993-10-22
190,Brunei Darussalam,BRU,897.1,897.1,0,AFC,1993-10-22
191,Samoa,SAM,894.26,894.26,0,OFC,1993-10-22
192,Bangladesh,BAN,883.18,883.18,0,AFC,1993-10-22
193,Djibouti,DJI,877.84,875.98,0,CAF,1993-10-22
194,Liechtenstein,LIE,873.99,873.99,0,UEFA,1993-10-22
195,Pakistan,PAK,866.81,866.81,-1,AFC,1993-10-22
196,Cayman Islands,CAY,865.72,865.72,-1,CONCACAF,1993-10-22
197,Tonga,TGA,861.81,861.81,-1,OFC,1993-10-22
198,Seychelles,SEY,860.48,866.94,3,CAF,1993-10-22
188,American Samoa,ASA,900.27,900.27,0,OFC,1993-10-22
199,Timor-Leste,TLS,860.06,861.43,0,AFC,1993-10-22
201,Eritrea,ERI,855.56,855.56,-1,CAF,1993-10-22
202,Aruba,ARU,855.37,855.37,-1,CONCACAF,1993-10-22
203,Bahamas,BAH,854.8,854.8,-1,CONCACAF,1993-10-22
204,Somalia,SOM,854.72,857.39,4,CAF,1993-10-22
205,Guam,GUM,838.33,838.33,0,AFC,1993-10-22
206,Turks and Caicos Islands,TCA,832.0,832.0,0,CONCACAF,1993-10-22
207,Sri Lanka,SRI,825.25,825.25,0,AFC,1993-10-22
208,US Virgin Islands,VIR,823.97,823.97,0,CONCACAF,1993-10-22
209,British Virgin Islands,VGB,809.32,809.32,0,CONCACAF,1993-10-22
107,Mauritania,MTN,1181.86,1177.0,-3,CAF,1993-10-22
200,Gibraltar,GIB,856.55,856.55,-1,UEFA,1993-10-22
187,São Tomé and Príncipe,STP,908.18,908.18,0,CAF,1993-10-22
186,Bhutan,BHU,910.96,910.96,0,AFC,1993-10-22
185,Dominica,DMA,911.51,911.51,0,CONCACAF,1993-10-22
162,Tahiti,TAH,995.11,995.11,0,OFC,1993-10-22
163,Fiji,FIJ,993.37,993.37,0,OFC,1993-10-22
164,Vanuatu,VAN,990.55,990.55,0,OFC,1993-10-22
165,South Sudan,SSD,983.99,985.53,0,CAF,1993-10-22
166,Barbados,BRB,982.27,982.27,0,CONCACAF,1993-10-22
167,Cuba,CUB,978.65,978.65,0,CONCACAF,1993-10-22
168,Bermuda,BER,977.47,970.3,-2,CONCACAF,1993-10-22
169,Malta,MLT,974.68,974.68,1,UEFA,1993-10-22
170,Puerto Rico,PUR,974.32,974.32,1,CONCACAF,1993-10-22
171,Grenada,GRN,969.0,969.0,0,CONCACAF,1993-10-22
172,Guyana,GUY,968.74,968.74,0,CONCACAF,1993-10-22
173,St. Lucia,LCA,965.66,965.66,0,CONCACAF,1993-10-22
174,Cambodia,CAM,954.3,954.3,0,AFC,1993-10-22
175,Belize,BLZ,950.88,950.88,0,CONCACAF,1993-10-22
176,Nepal,NEP,950.45,950.45,0,AFC,1993-10-22
177,Moldova,MDA,944.96,944.96,-1,UEFA,1993-10-22
178,Montserrat,MSR,940.78,947.96,1,CONCACAF,1993-10-22
179,St. Vincent and the Grenadines,VIN,939.97,939.97,-1,CONCACAF,1993-10-22
180,Mauritius,MRI,932.02,940.47,1,CAF,1993-10-22
181,Chad,CHA,931.98,931.98,0,CAF,1993-10-22
182,Macau,MAC,922.1,922.1,0,AFC,1993-10-22
183,Laos,LAO,914.66,914.66,0,AFC,1993-10-22
184,Mongolia,MNG,913.55,913.55,0,AFC,1993-10-22
160,New Caledonia,NCL,999.7,999.7,0,OFC,1993-10-22
106,Kosovo,KOS,1183.9,1183.9,0,UEFA,1993-10-22
159,Singapore,SGP,1004.75,1004.75,0,AFC,1993-10-22
104,India,IND,1198.65,1198.65,0,AFC,1993-10-22
27,Ukraine,UKR,1542.79,1542.79,0,UEFA,1993-10-22
28,Korea Republic,KOR,1526.02,1526.2,0,AFC,1993-10-22
29,Chile,CHI,1514.86,1514.86,0,CONMEBOL,1993-10-22
30,Tunisia,TUN,1507.86,1507.86,0,CAF,1993-10-22
31,Nigeria,NGA,1504.7,1504.7,0,CAF,1993-10-22
32,Czech Republic,CZE,1502.9,1502.9,0,UEFA,1993-10-22
33,Austria,AUT,1502.47,1502.47,0,UEFA,1993-10-22
34,Costa Rica,CRC,1500.06,1500.06,0,CONCACAF,1993-10-22
35,Russia,RUS,1493.42,1493.42,0,UEFA,1993-10-22
36,Norway,NOR,1488.57,1488.57,0,UEFA,1993-10-22
37,Hungary,HUN,1486.76,1486.76,0,UEFA,1993-10-22
38,Cameroon,CMR,1484.95,1484.95,0,CAF,1993-10-22
39,Australia,AUS,1483.73,1483.73,0,AFC,1993-10-22
40,Egypt,EGY,1482.63,1482.63,0,CAF,1993-10-22
41,Algeria,ALG,1480.59,1480.59,0,CAF,1993-10-22
42,Türkiye,TUR,1475.13,1475.13,0,UEFA,1993-10-22
43,Canada,CAN,1473.82,1473.82,0,CONCACAF,1993-10-22
44,Ecuador,ECU,1463.74,1463.74,0,CONMEBOL,1993-10-22
45,Scotland,SCO,1462.96,1462.96,0,UEFA,1993-10-22
46,Mali,MLI,1442.88,1447.74,0,CAF,1993-10-22
47,Republic of Ireland,IRL,1442.48,1442.48,0,UEFA,1993-10-22
48,Qatar,QAT,1441.97,1441.41,-1,AFC,1993-10-22
49,Greece,GRE,1441.45,1441.45,1,UEFA,1993-10-22
26,Poland,POL,1546.18,1546.18,0,UEFA,1993-10-22
50,Paraguay,PAR,1440.13,1440.13,0,CONMEBOL,1993-10-22
25,Serbia,SRB,1549.53,1549.53,0,UEFA,1993-10-22
23,Morocco,MAR,1558.35,1558.9,1,CAF,1993-10-22
105,Madagascar,MAD,1193.78,1196.03,0,CAF,1993-10-22
1,Brazil,BRA,1837.56,1837.56,0,CONMEBOL,1993-10-22
2,Belgium,BEL,1821.92,1821.92,0,UEFA,1993-10-22
3,Argentina,ARG,1770.65,1770.65,0,CONMEBOL,1993-10-22
4,France,FRA,1764.85,1764.85,0,UEFA,1993-10-22
5,England,ENG,1737.46,1737.46,0,UEFA,1993-10-22
6,Spain,ESP,1716.93,1716.93,0,UEFA,1993-10-22
7,Italy,ITA,1713.86,1713.86,0,UEFA,1993-10-22
8,Netherlands,NED,1679.41,1679.41,0,UEFA,1993-10-22
9,Portugal,POR,1678.65,1678.65,0,UEFA,1993-10-22
10,Denmark,DEN,1665.47,1665.47,0,UEFA,1993-10-22
11,Germany,GER,1658.96,1658.96,0,UEFA,1993-10-22
12,Mexico,MEX,1649.57,1649.57,0,CONCACAF,1993-10-22
13,Uruguay,URU,1640.95,1643.71,0,CONMEBOL,1993-10-22
14,USA,USA,1635.01,1635.01,0,CONCACAF,1993-10-22
15,Croatia,CRO,1632.15,1632.15,0,UEFA,1993-10-22
16,Switzerland,SUI,1621.43,1621.43,0,UEFA,1993-10-22
17,Colombia,COL,1604.07,1604.07,0,CONMEBOL,1993-10-22
18,Senegal,SEN,1584.59,1593.45,0,CAF,1993-10-22
19,Wales,WAL,1582.13,1582.13,0,UEFA,1993-10-22
20,Sweden,SWE,1563.44,1563.44,0,UEFA,1993-10-22
21,Peru,PER,1562.24,1562.24,0,CONMEBOL,1993-10-22
